DateTime,sim,Chla,Secchi,TP,year,month
2000-04-02,0.25,1.05738286680338,4.45324164062965,146.41094930353128,2000,4
2000-04-03,0.25,1.05043111106355,4.55773524861762,145.90896005344408,2000,4
2000-04-04,0.25,1.04889573838817,4.63177544942427,145.80939374483836,2000,4
2000-04-05,0.25,1.04995932550051,4.70763989408008,145.57899017178997,2000,4
2000-04-06,0.25,1.05745359269782,4.78360824840033,145.32079319373605,2000,4
2000-04-07,0.25,1.07014371210047,4.85981208792795,145.028860933698,2000,4
2000-04-08,0.25,1.07807048076854,4.93621879839863,144.7472995799951,2000,4
2000-04-09,0.25,1.09546707280472,5.01219163919357,144.43165845438674,2000,4
2000-04-10,0.25,1.11588599100808,5.08841599548576,144.1281466558746,2000,4
2000-04-11,0.25,1.13404090587912,5.16327265091687,143.80680482598848,2000,4
2000-04-12,0.25,1.16450951377102,5.25796406522289,143.37315818663507,2000,4
2000-04-13,0.25,1.23035295074437,5.34832466606353,142.97927340961215,2000,4
2000-04-14,0.25,1.20626413269982,5.38652282724787,142.91075573813848,2000,4
2000-04-15,0.25,1.23893918831764,5.45810990577489,142.62691450197323,2000,4
2000-04-16,0.25,1.27902564644823,5.53577277083726,142.27517079654748,2000,4
2000-04-17,0.25,1.29234153248281,5.60099234828898,142.07188214644714,2000,4
2000-04-18,0.25,1.32763151130578,5.67638593287611,141.7568645456402,2000,4
2000-04-19,0.25,1.42416420889586,5.76991531449611,141.29116755659575,2000,4
2000-04-20,0.25,1.39611059358935,5.80866465934896,141.30453954475772,2000,4
2000-04-21,0.25,1.42237436971875,5.87609154475585,141.0595647012562,2000,4
2000-04-22,0.25,1.48254746070505,5.94347350513966,140.79279603227485,2000,4
2000-04-23,0.25,1.81416408432398,6.09574802668637,140.11719942293814,2000,4
2000-04-24,0.25,1.61362525540494,6.07275980877431,140.236176104439,2000,4
2000-04-25,0.25,1.70906203810993,6.13404507063554,139.96283253485072,2000,4
2000-04-26,0.25,1.91511423242451,6.2105681763557,139.64114720724473,2000,4
2000-04-27,0.25,2.46781330540852,6.3984089960757,138.72938333264747,2000,4
2000-04-28,0.25,2.46658100231221,6.42413604820482,138.56974043358568,2000,4
2000-04-29,0.25,2.57683974446775,6.48974422418278,138.22353734430783,2000,4
2000-04-30,0.25,2.77692718531,6.49842811248616,138.21294991735078,2000,4
2000-05-01,0.25,2.87105952509445,6.53240423021159,138.01734775766138,2000,5
2000-05-02,0.25,3.20451404889041,6.59147533433022,137.69591356274137,2000,5
2000-05-03,0.25,3.86818268509401,6.65971316505596,137.28595097314846,2000,5
2000-05-04,0.25,3.8408194692963,6.68466998346404,137.1931842965437,2000,5
2000-05-05,0.25,4.10889358861006,6.72500220617536,136.9866196281457,2000,5
2000-05-06,0.25,4.54587600738282,6.75954762986122,136.78502946743922,2000,5
2000-05-07,0.25,4.39415301951957,6.72883386137993,138.0706781316302,2000,5
2000-05-08,0.25,5.2893534341825,6.76448084192557,137.75337251476438,2000,5
2000-05-09,0.25,5.64438634019843,6.79570238047943,137.51629588211645,2000,5
2000-05-10,0.25,5.88729491335434,6.83241838792116,137.2781411474732,2000,5
2000-05-11,0.25,7.14145167318277,6.85416898002035,136.95649992534427,2000,5
2000-05-12,0.25,6.98534921431493,6.87912842474046,136.8424531457716,2000,5
2000-05-13,0.25,7.91995618118904,6.89763209761848,136.5336301184848,2000,5
2000-05-14,0.25,8.18081497710369,6.90580751957674,136.8719013160523,2000,5
2000-05-15,0.25,9.00957931581296,6.91670077353755,136.94262492841395,2000,5
2000-05-16,0.25,11.2571854291744,6.90116572820507,136.6726305953227,2000,5
2000-05-17,0.25,14.5254608831296,6.90238383853472,135.94902992520042,2000,5
2000-05-18,0.25,12.8285772544984,6.92462947971829,136.07808347915164,2000,5
2000-05-19,0.25,13.1356165529311,6.93425874915673,136.10606151805632,2000,5
2000-05-20,0.25,16.4540136701367,6.89184048742813,135.79789647100532,2000,5
2000-05-21,0.25,24.225743738892,6.80777619287108,134.59839234012577,2000,5
2000-05-22,0.25,18.8850446962123,6.88873253309614,135.2696564018684,2000,5
2000-05-23,0.25,21.8422356546045,6.84422754106134,134.87814644192443,2000,5
2000-05-24,0.25,25.6137135679585,6.78691750931972,134.3318820386711,2000,5
2000-05-25,0.25,28.4717507592583,6.74150171237328,133.90350637052316,2000,5
2000-05-26,0.25,31.2700340840894,6.69215719993879,133.5581064822519,2000,5
2000-05-27,0.25,39.8646413385474,6.54751996000969,132.5313978453657,2000,5
2000-05-28,0.25,35.6242117806027,6.62894748142632,133.17524948457466,2000,5
2000-05-29,0.25,38.4809811881861,6.58521667973221,132.48806211756602,2000,5
2000-05-30,0.25,52.2091756797847,6.34953516039369,131.1447406656512,2000,5
2000-05-31,0.25,51.8127507509533,6.35793473039916,130.67084519150268,2000,5
2000-06-01,0.25,63.5286620144924,6.17240483610964,129.04379171066165,2000,6
2000-06-02,0.25,71.7409265083658,6.04280072619185,127.868274290446,2000,6
2000-06-03,0.25,75.538756958312,5.97743849254092,127.57781232802661,2000,6
2000-06-04,0.25,122.371224596831,5.36476138707511,124.37132803900208,2000,6
2000-06-05,0.25,88.6812166969483,5.77983375498498,126.09886361557217,2000,6
2000-06-06,0.25,95.3120816113144,5.67833757797794,125.6785942355345,2000,6
2000-06-07,0.25,124.752020394514,5.28835547864557,123.51775022263833,2000,6
2000-06-08,0.25,120.314906273318,5.33759467279476,123.53075805788667,2000,6
2000-06-09,0.25,131.357440778104,5.1875781222261,122.49414379718922,2000,6
2000-06-10,0.25,132.528719420396,5.14664563850285,121.70978531614362,2000,6
2000-06-11,0.25,138.481770136204,5.05489261637484,121.15694675862717,2000,6
2000-06-12,0.25,137.078888775843,5.05142074376677,116.84695907907722,2000,6
2000-06-13,0.25,137.629847863425,4.99887074868802,119.10532011657477,2000,6
2000-06-14,0.25,138.642322014019,4.95521162465425,118.08019148069401,2000,6
2000-06-15,0.25,137.30909579683,4.93823839879012,116.6915484000867,2000,6
2000-06-16,0.25,136.309735391697,4.91082618445601,114.92385388818697,2000,6
2000-06-17,0.25,134.085570117396,4.90264729706693,114.06711140316821,2000,6
2000-06-18,0.25,131.291584662771,4.88362589409961,112.22288838258909,2000,6
2000-06-19,0.25,129.73985302887,4.87577754350524,111.05797931872424,2000,6
2000-06-20,0.25,128.493355526927,4.83511185103236,110.60647332564425,2000,6
2000-06-21,0.25,125.72903867174,4.81026686879626,109.56265360971699,2000,6
2000-06-22,0.25,124.199840588148,4.76727562677954,107.85499544809817,2000,6
2000-06-23,0.25,121.700279144086,4.72668063158845,105.96545150854284,2000,6
2000-06-24,0.25,116.952884918031,4.71791539719618,103.05739400291304,2000,6
2000-06-25,0.25,112.335794690413,4.70858490406377,99.25165646664071,2000,6
2000-06-26,0.25,107.237773988205,4.676969037342,96.35234915915575,2000,6
2000-06-27,0.25,101.710661796909,4.62535802438541,93.24132070578004,2000,6
2000-06-28,0.25,96.0498658884345,4.54843504529976,89.79444650495554,2000,6
2000-06-29,0.25,90.0860932127818,4.46026500883871,85.95536547116254,2000,6
2000-06-30,0.25,83.3099363866447,4.34311050306816,81.66011051111273,2000,6
2000-07-01,0.25,75.2809835964191,4.20457411694182,76.5635558635409,2000,7
2000-07-02,0.25,66.8401380965791,4.05502532190883,70.77431134331948,2000,7
2000-07-03,0.25,57.3058962019579,3.91059257669911,63.79234997074575,2000,7
2000-07-04,0.25,47.7471790741507,3.74988494824229,57.15337108906498,2000,7
2000-07-05,0.25,39.181094466043,3.6074920722759,50.24962562783189,2000,7
2000-07-06,0.25,32.476256954717,3.45225181744341,43.53438614774548,2000,7
2000-07-07,0.25,23.4678393109489,3.40476193512032,38.49686844293569,2000,7
2000-07-08,0.25,16.7715735998748,3.41542272472115,35.67293319739364,2000,7
2000-07-09,0.25,14.3825268109605,3.5668732970819,34.184739140220124,2000,7
2000-07-10,0.25,11.5550963464903,3.78014680116288,33.01217637938765,2000,7
2000-07-11,0.25,10.6768213137986,3.93764448073263,32.260046943505365,2000,7
