sim,DateTime,Chla,Secchi,TP,year,month
0.25,2000-06-02T05:00:00Z,71.74092650836579,6.042800726191849,127.86827429044588,2000,6
0.25,2000-06-03T05:00:00Z,75.53875695831205,5.977438492540919,127.57781232802658,2000,6
0.25,2000-06-04T05:00:00Z,122.37122459683057,5.364761387075107,124.37132803900197,2000,6
0.25,2000-06-05T05:00:00Z,88.68121669694825,5.779833754984982,126.09886361557237,2000,6
0.25,2000-06-06T05:00:00Z,95.31208161131435,5.6783375779779375,125.67859423553448,2000,6
0.25,2000-06-07T05:00:00Z,124.75202039451398,5.288355478645576,123.51775022263884,2000,6
0.25,2000-06-08T05:00:00Z,120.31490627331773,5.3375946727947605,123.53075805788701,2000,6
0.25,2000-06-09T05:00:00Z,131.35744077810372,5.187578122226095,122.49414379718935,2000,6
0.25,2000-06-10T05:00:00Z,132.52871942039587,5.146645638502854,121.70978531614355,2000,6
0.25,2000-06-11T05:00:00Z,138.48177013620355,5.054892616374841,121.15694675862703,2000,6
0.25,2000-06-12T05:00:00Z,137.07888877584318,5.051420743766771,116.84695907907727,2000,6
0.25,2000-06-13T05:00:00Z,137.62984786342463,4.998870748688021,119.10532011657489,2000,6
0.25,2000-06-14T05:00:00Z,138.64232201401927,4.955211624654244,118.08019148069386,2000,6
0.25,2000-06-15T05:00:00Z,137.30909579683043,4.938238398790119,116.69154840008679,2000,6
0.25,2000-06-16T05:00:00Z,136.30973539169702,4.910826184456007,114.92385388818687,2000,6
0.25,2000-06-17T05:00:00Z,134.08557011739563,4.9026472970669275,114.06711140316824,2000,6
0.25,2000-06-18T05:00:00Z,131.2915846627713,4.883625894099613,112.22288838258899,2000,6
0.25,2000-06-19T05:00:00Z,129.7398530288699,4.87577754350522,111.05797931872395,2000,6
0.25,2000-06-20T05:00:00Z,128.49335552692753,4.835111851032342,110.60647332564403,2000,6
0.25,2000-06-21T05:00:00Z,125.72903867174006,4.810266868796247,109.56265360971666,2000,6
0.25,2000-06-22T05:00:00Z,124.19984058814775,4.767275626779527,107.85499544809804,2000,6
0.25,2000-06-23T05:00:00Z,121.7002791440865,4.726680631588441,105.96545150854271,2000,6
0.25,2000-06-24T05:00:00Z,116.95288491803073,4.7179153971961725,103.05739400291274,2000,6
0.25,2000-06-25T05:00:00Z,112.33579469041301,4.708584904063758,99.25165646664038,2000,6
0.25,2000-06-26T05:00:00Z,107.23777398820492,4.676969037341992,96.35234915915538,2000,6
0.25,2000-06-27T05:00:00Z,101.7106617969093,4.625358024385397,93.24132070577994,2000,6
0.25,2000-06-28T05:00:00Z,96.04986588843487,4.548435045299743,89.79444650495526,2000,6
0.25,2000-06-29T05:00:00Z,90.08609321278209,4.460265008838694,85.95536547116225,2000,6
0.25,2000-06-30T05:00:00Z,83.30993638664508,4.343110503068145,81.66011051111265,2000,6
0.25,2000-07-01T05:00:00Z,75.2809835964195,4.204574116941801,76.56355586354078,2000,7
0.25,2000-07-02T05:00:00Z,66.84013809657938,4.0550253219088095,70.77431134331935,2000,7
0.25,2000-07-03T05:00:00Z,57.30589620195823,3.910592576699096,63.79234997074557,2000,7
0.25,2000-07-04T05:00:00Z,47.747179074150885,3.749884948242279,57.15337108906485,2000,7
0.25,2000-07-05T05:00:00Z,39.18109446604303,3.607492072275882,50.249625627831584,2000,7
0.25,2000-07-06T05:00:00Z,32.47625695471697,3.4522518174433974,43.534386147745245,2000,7
0.25,2000-07-07T05:00:00Z,23.467839310948833,3.4047619351203133,38.496868442935465,2000,7
0.25,2000-07-08T05:00:00Z,16.771573599874834,3.4154227247211426,35.67293319739374,2000,7
0.25,2000-07-09T05:00:00Z,14.382526810960538,3.5668732970818917,34.18473914022014,2000,7
0.25,2000-07-10T05:00:00Z,11.555096346490277,3.780146801162873,33.012176379387554,2000,7
0.25,2000-07-11T05:00:00Z,10.676821313798603,3.9376444807326183,32.260046943505216,2000,7
0.25,2000-07-12T05:00:00Z,8.757357752693837,4.100105458587518,32.35010058646589,2000,7
0.25,2000-07-13T05:00:00Z,9.506559248207845,4.1650972740728704,32.417486386428074,2000,7
0.25,2000-07-14T05:00:00Z,8.441304730240898,4.261759021231907,33.32004848397033,2000,7
0.25,2000-07-15T05:00:00Z,7.900938230546571,4.339294936539369,34.383978102786166,2000,7
0.25,2000-07-16T05:00:00Z,9.339368197667405,4.281059177558743,35.18433354367373,2000,7
0.25,2000-07-17T05:00:00Z,10.465164393585965,4.2768929921567,35.71109924815619,2000,7
0.25,2000-07-18T05:00:00Z,8.421390697857783,4.408948467521278,37.06434633422252,2000,7
0.25,2000-07-19T05:00:00Z,8.861080887869814,4.406193851135119,37.62918291267857,2000,7
0.25,2000-07-20T05:00:00Z,9.666926577402773,4.3844978547177265,38.137216195964754,2000,7
0.25,2000-07-21T05:00:00Z,10.471744867787399,4.342433388455011,38.62838762751995,2000,7
0.25,2000-07-22T05:00:00Z,10.834323294330659,4.33590048318898,39.035226830028975,2000,7
0.25,2000-07-23T05:00:00Z,14.00172076784613,4.11902944972706,39.10472604436984,2000,7
0.25,2000-07-24T05:00:00Z,15.892936708969483,3.938407788873934,39.60857755442125,2000,7
0.25,2000-07-25T05:00:00Z,15.99138842261806,4.003970557827008,39.505127434174256,2000,7
0.25,2000-07-26T05:00:00Z,14.61060001258593,4.124745691879992,39.8718413263947,2000,7
0.25,2000-07-27T05:00:00Z,15.896763268337741,4.050210435264579,40.07475557186525,2000,7
0.25,2000-07-28T05:00:00Z,17.484170164200865,3.9503074420070883,40.07556407176708,2000,7
0.25,2000-07-29T05:00:00Z,18.241787048052068,3.9309349639960143,40.01622794304823,2000,7
0.25,2000-07-30T05:00:00Z,17.613980974130417,3.9896857075170873,40.106477977867485,2000,7
0.25,2000-07-31T05:00:00Z,18.208435530533457,3.960031831687138,40.0462094851536,2000,7
0.25,2000-08-01T05:00:00Z,19.42093417899702,3.893368007570125,39.81832485552623,2000,8
0.25,2000-08-02T05:00:00Z,20.42216301181836,3.8478604659042293,39.50942874379037,2000,8
0.25,2000-08-03T05:00:00Z,21.19757048125428,3.819395422780346,39.16449091940414,2000,8
0.25,2000-08-04T05:00:00Z,21.071874963422925,3.868165522014404,38.602605242226026,2000,8
0.25,2000-08-05T05:00:00Z,19.862958071299317,3.942371361905099,38.86844717536736,2000,8
0.25,2000-08-06T05:00:00Z,17.766694130586956,4.110292633157305,39.44386689120918,2000,8
0.25,2000-08-07T05:00:00Z,18.750852935980838,4.044405488521067,39.21518692312092,2000,8
0.25,2000-08-08T05:00:00Z,18.983892233978686,4.0406780323191045,38.977392220560596,2000,8
0.25,2000-08-09T05:00:00Z,19.560517559902586,4.006978825472402,38.6854011664938,2000,8
0.25,2000-08-10T05:00:00Z,20.036726960316457,3.98884515184825,38.2802304571635,2000,8
0.25,2000-08-11T05:00:00Z,19.92532791494767,4.0091057505099075,37.94335659232459,2000,8
0.25,2000-08-12T05:00:00Z,20.149500244604997,4.016027340262544,37.3594995101471,2000,8
0.25,2000-08-13T05:00:00Z,18.9639041966906,4.104717802618849,37.45823300914572,2000,8
0.25,2000-08-14T05:00:00Z,18.928186985281556,4.12109812451745,37.220215880298504,2000,8
0.25,2000-08-15T05:00:00Z,18.441178805910543,4.176015972576308,36.840064463418784,2000,8
0.25,2000-08-16T05:00:00Z,17.916782739356268,4.224232887850049,36.62834655290627,2000,8
0.25,2000-08-17T05:00:00Z,18.53347177087395,4.183596024171764,36.258578048901825,2000,8
0.25,2000-08-18T05:00:00Z,18.0729051612814,4.227415784359486,36.20186991456436,2000,8
0.25,2000-08-19T05:00:00Z,16.94416175662216,4.333821136647117,36.90597701982248,2000,8
0.25,2000-08-20T05:00:00Z,17.493781389509472,4.291467047518493,36.573208485120574,2000,8
0.25,2000-08-21T05:00:00Z,16.808163810726754,4.357844398091018,36.68673598744754,2000,8
0.25,2000-08-22T05:00:00Z,16.93643567677474,4.352596276264031,36.74513371770983,2000,8
0.25,2000-08-23T05:00:00Z,17.645218139857526,4.29710455460755,36.38918009285086,2000,8
0.25,2000-08-24T05:00:00Z,18.371488054401766,4.251785821129102,35.80626120853392,2000,8
0.25,2000-08-25T05:00:00Z,18.50459558184483,4.271974538991285,34.926863169812684,2000,8
0.25,2000-08-26T05:00:00Z,16.862913692030833,4.387328634321224,35.91399400372237,2000,8
0.25,2000-08-27T05:00:00Z,17.720439826597993,4.335811249348892,35.063822498903335,2000,8
0.25,2000-08-28T05:00:00Z,16.78667232555787,4.406537782964406,35.2658510846005,2000,8
0.25,2000-08-29T05:00:00Z,16.08026320279067,4.478285425107872,35.46897910018876,2000,8
0.25,2000-08-30T05:00:00Z,17.363552572688928,4.373148940083276,34.92230083015783,2000,8
0.25,2000-08-31T05:00:00Z,16.558424067808932,4.438732414772411,35.005999868133046,2000,8
0.25,2000-09-01T05:00:00Z,16.150321137876603,4.482357555699375,35.36834361823736,2000,9
0.25,2000-09-02T05:00:00Z,16.686340814241888,4.4373530472766785,34.89676107697045,2000,9
0.25,2000-09-03T05:00:00Z,17.03184039986721,4.420197366173421,34.28672656486444,2000,9
0.25,2000-09-04T05:00:00Z,16.721343309326834,4.4667383379333705,33.763326840517024,2000,9
0.25,2000-09-05T05:00:00Z,14.966727109486856,4.621274174321104,34.96836227623284,2000,9
0.25,2000-09-06T05:00:00Z,14.852888298038241,4.636458639454324,35.206744116164465,2000,9
0.25,2000-09-07T05:00:00Z,15.049472270722545,4.618858637417312,35.30266765163805,2000,9
0.25,2000-09-08T05:00:00Z,14.77824813482587,4.652322273354817,35.69879366159624,2000,9
0.25,2000-09-09T05:00:00Z,16.350202134664404,4.50611351232596,35.13152489785942,2000,9
0.25,2000-09-10T05:00:00Z,13.946534104695758,4.7565516779496075,36.95834245429719,2000,9
0.25,2000-09-11T05:00:00Z,13.422975278408218,4.823957418255936,38.32583908193827,2000,9
0.25,2000-09-12T05:00:00Z,13.468514693280655,4.822020872961575,38.09156470116573,2000,9
0.25,2000-09-13T05:00:00Z,13.21397301505982,4.852736721186437,38.380906193193795,2000,9
0.25,2000-09-14T05:00:00Z,13.62729322375022,4.80550010486658,38.41893387935816,2000,9
0.25,2000-09-15T05:00:00Z,13.180769827006795,4.860688536343577,38.70402297289684,2000,9
0.25,2000-09-16T05:00:00Z,12.986857961064949,4.88736519603224,39.09655611243989,2000,9
0.25,2000-09-17T05:00:00Z,13.264055459485323,4.856478081027412,39.13950023929653,2000,9
0.25,2000-09-18T05:00:00Z,13.326842966449385,4.853491067450128,39.673511104240745,2000,9
0.25,2000-09-19T05:00:00Z,12.773998236075622,4.9222443104777,39.69804804690482,2000,9
0.25,2000-09-20T05:00:00Z,12.852327867624627,4.91627949260631,39.92651396402258,2000,9
0.25,2000-09-21T05:00:00Z,12.492759996874769,4.963623417197912,39.94888390947654,2000,9
0.25,2000-09-22T05:00:00Z,13.613756800039578,4.831377710677981,39.99397493384563,2000,9
0.25,2000-09-23T05:00:00Z,11.66300797062387,5.08095234200568,41.0634792337536,2000,9
0.25,2000-09-24T05:00:00Z,11.007460757541844,5.175198386748667,43.5207390810818,2000,9
0.25,2000-09-25T05:00:00Z,11.01926974504338,5.177210037259242,43.813380384364564,2000,9
0.25,2000-09-26T05:00:00Z,11.691617174031466,5.090933124546635,43.940710455612425,2000,9
0.25,2000-09-27T05:00:00Z,11.3385477263389,5.139763389414542,44.213042682538955,2000,9
0.25,2000-09-28T05:00:00Z,11.89228998731037,5.06994395843841,45.046729284545975,2000,9
0.25,2000-09-29T05:00:00Z,11.816748386575094,5.081542686731977,45.13168721936127,2000,9
0.25,2000-09-30T05:00:00Z,11.582851146582678,5.114791039140285,46.15064928665013,2000,9
0.25,2000-10-01T05:00:00Z,11.59421027622357,5.1168506566365295,47.928332435892635,2000,10
0.25,2000-10-02T05:00:00Z,11.651370746309428,5.1114865468179005,48.228510848768465,2000,10
0.25,2000-10-03T05:00:00Z,11.971729115852291,5.071995118914456,49.03855623431891,2000,10
0.25,2000-10-04T05:00:00Z,12.23099453127797,5.044901233176137,48.83072592668324,2000,10
0.25,2000-10-05T05:00:00Z,11.899888943663179,5.086764042489546,49.15404164649509,2000,10
0.25,2000-10-06T05:00:00Z,11.686122146749414,5.11820251425227,49.122078835298815,2000,10
0.25,2000-10-07T05:00:00Z,11.609139053186368,5.132535933023961,49.29744076551496,2000,10
0.25,2000-10-08T05:00:00Z,11.595608375989176,5.138117437838649,49.25860447520676,2000,10
0.25,2000-10-09T05:00:00Z,11.577011966725365,5.1448378093151534,49.21649897144457,2000,10
0.25,2000-10-10T05:00:00Z,11.644700691539803,5.1395127188017,49.173497489998255,2000,10
0.25,2000-10-11T05:00:00Z,11.772822064522513,5.126022422581196,49.087470931284294,2000,10
0.25,2000-10-12T05:00:00Z,12.083000875747434,5.089042396969023,49.015993637406666,2000,10
0.25,2000-10-13T05:00:00Z,11.934183333909745,5.111659501950638,48.99677871148507,2000,10
0.25,2000-10-14T05:00:00Z,11.962721140071675,5.11149378033682,48.94846119192568,2000,10
0.25,2000-10-15T05:00:00Z,12.078709477291941,5.099609933016336,48.88729992859594,2000,10
0.25,2000-10-16T05:00:00Z,13.05241748938327,4.983787575388861,48.68368101546163,2000,10
0.25,2000-10-17T05:00:00Z,14.005150118556491,4.881187391651313,48.348766887359375,2000,10
0.25,2000-10-18T05:00:00Z,11.937801134082825,5.132103894921247,48.60649288281676,2000,10
0.25,2000-10-19T05:00:00Z,12.014792871660264,5.123394963336815,48.60537079563588,2000,10
0.25,2000-10-20T05:00:00Z,11.973294024807355,5.131660870717627,48.66238460379945,2000,10
0.25,2000-10-21T05:00:00Z,11.93593479441905,5.139346125494344,48.62278939940575,2000,10
0.25,2000-10-22T05:00:00Z,11.956586244080336,5.13935994944793,48.5422796207852,2000,10
0.25,2000-10-23T05:00:00Z,12.105546429400476,5.122747630038911,48.523217767285125,2000,10
0.25,2000-10-24T05:00:00Z,12.043606121568757,5.136218123593157,48.37623812276278,2000,10
0.25,2000-10-25T05:00:00Z,12.828365910653227,5.044861698082501,48.04304842141756,2000,10
0.25,2000-10-26T05:00:00Z,11.91344186332579,5.159117827017308,48.126592269209006,2000,10
0.25,2000-10-27T05:00:00Z,11.724365894410148,5.186838134248298,48.03282619213487,2000,10
0.25,2000-10-28T05:00:00Z,11.797874707889997,5.179180056499448,48.00133153431463,2000,10
0.25,2000-10-29T05:00:00Z,11.644585937044415,5.2022111607883526,48.11136453201489,2000,10
0.25,2000-10-30T05:00:00Z,11.63541537717899,5.205922304003478,48.104551107289296,2000,10
0.25,2000-10-31T05:00:00Z,11.577477071994764,5.216960720657518,48.0138825702346,2000,10
0.25,2000-11-01T05:00:00Z,11.920429014000884,5.175382836206801,47.904713467488094,2000,11
0.25,2000-11-02T05:00:00Z,11.519938492312365,5.231357000168264,47.83540266130099,2000,11
0.25,2000-11-03T05:00:00Z,11.439247286577094,5.245218779882415,48.09001957349495,2000,11
0.25,2000-11-04T05:00:00Z,11.37240114755123,5.257599464939996,48.054524986104,2000,11
0.25,2000-11-05T05:00:00Z,11.320305842674745,5.2680796464783715,48.017575403467305,2000,11
0.25,2000-11-06T05:00:00Z,11.28031195194261,5.27684538739631,47.98094604927859,2000,11
0.25,2000-11-07T05:00:00Z,11.083211519039505,5.309720042448223,47.93958607607431,2000,11
0.25,2000-11-08T05:00:00Z,11.006821726946088,5.324681359797748,47.89853694583212,2000,11
0.25,2000-11-09T05:00:00Z,10.91953357554152,5.3415116990337514,47.85744301314152,2000,11
0.25,2000-11-10T05:00:00Z,10.740014230661414,5.372921174865027,47.814979291712916,2000,11
0.25,2000-11-11T05:00:00Z,10.649587436497818,5.390803673086075,47.78015417169538,2000,11
0.25,2000-11-12T05:00:00Z,10.605509831273395,5.401619630814687,47.68478710050901,2000,11
0.25,2000-11-13T05:00:00Z,10.425501938696042,5.43402458703707,47.63196197134878,2000,11
0.25,2000-11-14T05:00:00Z,10.318133303400057,5.455255294417891,47.591997651891965,2000,11
0.25,2000-11-15T05:00:00Z,10.186207049556238,5.480756926906544,47.633694830609834,2000,11
0.25,2000-11-16T05:00:00Z,10.122354023849617,5.495470681271203,47.594880366310996,2000,11
0.25,2000-11-17T05:00:00Z,9.957877556429555,5.5269159398040495,47.5513183587899,2000,11
0.25,2000-11-18T05:00:00Z,9.868104593679256,5.546310365969514,47.51368875584777,2000,11
0.25,2000-11-19T05:00:00Z,9.751234857417103,5.57039609123208,47.47950938375797,2000,11
0.25,2000-11-20T05:00:00Z,9.620890275831696,5.597084861757158,47.44130521755684,2000,11
0.25,2000-11-21T05:00:00Z,9.518277130669631,5.619410661693825,47.40240120345273,2000,11
0.25,2000-11-22T05:00:00Z,9.463687469340169,5.633720088265777,47.367313535418774,2000,11
0.25,2000-11-23T05:00:00Z,9.411471215503449,5.647693625971042,47.33270306596368,2000,11
0.25,2000-11-24T05:00:00Z,9.357611944794115,5.661953867793699,47.29675588061794,2000,11
0.25,2000-11-25T05:00:00Z,9.320963382252806,5.673225972162014,47.261783141809396,2000,11
0.25,2000-11-26T05:00:00Z,9.303296683142891,5.682379488315122,47.18090172927461,2000,11
0.25,2000-11-27T05:00:00Z,9.177343445619751,5.708013106778903,47.184847824115195,2000,11
0.25,2000-11-28T05:00:00Z,9.13804899614749,5.719658342706717,47.151223275448764,2000,11
0.25,2000-11-29T05:00:00Z,9.109671920327735,5.729649546691106,47.08709651769105,2000,11
0.25,2000-11-30T05:00:00Z,8.988854798577572,5.755352018836696,47.07838642719966,2000,11
0.25,2000-12-01T05:00:00Z,8.904544212813008,5.775006216303901,47.04400223960756,2000,12
0.25,2000-12-02T05:00:00Z,8.827780334629805,5.793290215084929,47.01108091470675,2000,12
0.25,2000-12-03T05:00:00Z,8.794518044572566,5.803694349442644,46.98089786819074,2000,12
0.25,2000-12-04T05:00:00Z,8.748425197550057,5.81630395012465,46.95092295498566,2000,12
0.25,2000-12-05T05:00:00Z,8.67025857771066,5.834946117193275,46.91725302195374,2000,12
0.25,2000-12-06T05:00:00Z,8.625034971325888,5.847610407770624,46.8850861548158,2000,12
0.25,2000-12-07T05:00:00Z,8.557543813300832,5.864436263937588,46.860376418915905,2000,12
0.25,2000-12-08T05:00:00Z,8.47155902673642,5.888522685420536,46.714129462172565,2000,12
0.25,2000-12-09T05:00:00Z,8.433260702277865,5.896336085439924,46.80129869478785,2000,12
0.25,2000-12-10T05:00:00Z,8.376504469560123,5.912342313901667,46.69008300913583,2000,12
0.25,2000-12-11T05:00:00Z,8.306270320470913,5.928554628410586,46.74958207787379,2000,12
0.25,2000-12-12T05:00:00Z,8.258832491624188,5.941539662345481,46.7224202575853,2000,12
0.25,2000-12-13T05:00:00Z,8.253992295094463,5.947782402050945,46.6339995099765,2000,12
0.25,2000-12-14T05:00:00Z,8.244013787376163,5.956863144429501,46.507723604984854,2000,12
0.25,2000-12-15T05:00:00Z,8.262540749685698,5.963520797706286,46.33903003903255,2000,12
0.25,2000-12-16T05:00:00Z,8.219686155873413,5.979577399507007,46.20023673063204,2000,12
0.25,2000-12-17T05:00:00Z,8.160350751661198,5.998905851706707,46.052861921288425,2000,12
0.25,2000-12-18T05:00:00Z,8.097937038268897,6.013374569753955,46.00502296828529,2000,12
0.25,2000-12-19T05:00:00Z,8.016157651428143,6.033602202060482,45.90475338247273,2000,12
0.25,2000-12-20T05:00:00Z,7.938616958570865,6.053730445564268,45.768371601462064,2000,12
0.25,2000-12-21T05:00:00Z,7.859149066215193,6.07257021824494,45.68588437713655,2000,12
0.25,2000-12-22T05:00:00Z,7.76563039167409,6.088338403089119,45.68418862153216,2000,12
0.25,2000-12-23T05:00:00Z,7.665281893788815,6.102638240400381,45.7132416277825,2000,12
0.25,2000-12-24T05:00:00Z,7.582560452432924,6.1209069778813525,45.66129327502854,2000,12
0.25,2000-12-25T05:00:00Z,7.511038827819584,6.138089229561178,45.63866461300545,2000,12
0.25,2000-12-26T05:00:00Z,7.441359892545256,6.154817235937456,46.38708878222222,2000,12
0.25,2000-12-27T05:00:00Z,7.381068782174503,6.167369592436346,46.413422886298356,2000,12
0.25,2000-12-28T05:00:00Z,7.287134027753279,6.191463072029415,46.36096260884651,2000,12
0.25,2000-12-29T05:00:00Z,7.2192920894069825,6.206313888400614,46.37594520425818,2000,12
0.25,2000-12-30T05:00:00Z,7.1736102985605745,6.217039040009949,46.42187618875625,2000,12
0.25,2000-12-31T05:00:00Z,7.118379643059034,6.230784157630114,46.45039342611692,2000,12
0.25,2001-01-01T05:00:00Z,7.059873460150655,6.24535125796202,46.47088943305068,2001,1
0.25,2001-01-02T05:00:00Z,7.004817124459407,6.259225920366547,46.487178891752066,2001,1
0.25,2001-01-03T05:00:00Z,6.866364363857717,6.293528159469077,46.34282078957547,2001,1
0.25,2001-01-04T05:00:00Z,6.817797146650921,6.304016011582339,46.37743446103033,2001,1
0.25,2001-01-05T05:00:00Z,6.74911046005961,6.321009372268817,46.37123280205835,2001,1
0.25,2001-01-06T05:00:00Z,6.708760046018289,6.330886871781577,46.41758228946898,2001,1
0.25,2001-01-07T05:00:00Z,6.663799395464548,6.3424838445143825,46.449567993335606,2001,1
0.25,2001-01-08T05:00:00Z,6.615577731695936,6.354856757632771,46.475108322642896,2001,1
0.25,2001-01-09T05:00:00Z,6.560176969057158,6.368827375739854,46.49644924016468,2001,1
0.25,2001-01-10T05:00:00Z,6.439381027696775,6.398360169828361,46.380682175201564,2001,1
0.25,2001-01-11T05:00:00Z,6.3820043171354275,6.412766809938044,46.3862197731141,2001,1
0.25,2001-01-12T05:00:00Z,6.340795975126562,6.42263744624129,46.43734494451787,2001,1
0.25,2001-01-13T05:00:00Z,6.29796227123943,6.433788363037946,46.47356741221433,2001,1
0.25,2001-01-14T05:00:00Z,6.252695005895971,6.445638440854143,46.50206339700811,2001,1
0.25,2001-01-15T05:00:00Z,6.193526836434798,6.460615042611769,46.52685407257915,2001,1
